Barcode,Name,Price,InStock
BRC107274,Item 7274,8.62,171
BRC107275,Item 7275,34.66,305
BRC107276,Item 7276,82.35,15
BRC107277,Item 7277,49.22,175
BRC107278,Item 7278,34.28,12
BRC107279,Item 7279,71.08,120
BRC107280,Item 7280,32.92,316
BRC107281,Item 7281,19.95,194
BRC107282,Item 7282,36.8,44
BRC107283,Item 7283,71.11,418
BRC107284,Item 7284,54.77,224
BRC107285,Item 7285,22.04,446
BRC107286,Item 7286,16.76,328
BRC107287,Item 7287,17.51,26
BRC107288,Item 7288,82.83,470
BRC107289,Item 7289,25.6,364
BRC107290,Item 7290,69.55,409
BRC107291,Item 7291,11.38,261
BRC107292,Item 7292,98.49,469
BRC107293,Item 7293,46.03,41
BRC107294,Item 7294,87.59,455
BRC107295,Item 7295,96.25,272
BRC107296,Item 7296,94.58,450
BRC107297,Item 7297,13.82,457
BRC107298,Item 7298,92.45,336
BRC107299,Item 7299,31.57,174
BRC107300,Item 7300,92.12,45
BRC107301,Item 7301,90.45,202
BRC107302,Item 7302,54.22,284
BRC107303,Item 7303,31.32,61
BRC107304,Item 7304,80.34,199
BRC107305,Item 7305,19.22,310
BRC107306,Item 7306,87.81,257
BRC107307,Item 7307,73.19,56
BRC107308,Item 7308,78.67,79
BRC107309,Item 7309,21.83,235
BRC107310,Item 7310,86.0,223
BRC107311,Item 7311,61.97,400
BRC107312,Item 7312,18.48,238
BRC107313,Item 7313,9.24,269
BRC107314,Item 7314,4.57,41
BRC107315,Item 7315,74.16,288
BRC107316,Item 7316,77.65,341
BRC107317,Item 7317,62.97,249
BRC107318,Item 7318,64.02,7
BRC107319,Item 7319,79.57,426
BRC107320,Item 7320,60.22,239
BRC107321,Item 7321,28.58,475
BRC107322,Item 7322,35.1,328
BRC107323,Item 7323,40.16,219
BRC107324,Item 7324,79.88,58
BRC107325,Item 7325,12.01,337
BRC107326,Item 7326,33.25,6
BRC107327,Item 7327,37.75,311
BRC107328,Item 7328,28.93,254
BRC107329,Item 7329,40.03,59
BRC107330,Item 7330,74.5,248
BRC107331,Item 7331,25.59,47
BRC107332,Item 7332,73.47,161
BRC107333,Item 7333,6.39,138
BRC107334,Item 7334,74.04,197
BRC107335,Item 7335,37.35,400
BRC107336,Item 7336,40.25,195
BRC107337,Item 7337,29.85,59
BRC107338,Item 7338,27.07,285
BRC107339,Item 7339,94.03,149
BRC107340,Item 7340,1.84,99
BRC107341,Item 7341,70.86,459
BRC107342,Item 7342,48.93,215
BRC107343,Item 7343,11.19,417
BRC107344,Item 7344,69.46,400
BRC107345,Item 7345,40.15,326
BRC107346,Item 7346,33.15,40
BRC107347,Item 7347,86.62,454
BRC107348,Item 7348,70.48,393
BRC107349,Item 7349,56.87,234
BRC107350,Item 7350,51.98,15
BRC107351,Item 7351,82.83,70
BRC107352,Item 7352,36.24,155
BRC107353,Item 7353,98.87,167
BRC107354,Item 7354,8.89,228
BRC107355,Item 7355,2.11,406
BRC107356,Item 7356,75.23,338
BRC107357,Item 7357,10.19,339
BRC107358,Item 7358,66.38,492
BRC107359,Item 7359,18.02,429
BRC107360,Item 7360,33.76,90
BRC107361,Item 7361,55.35,258
BRC107362,Item 7362,88.56,265
BRC107363,Item 7363,57.5,239
BRC107364,Item 7364,36.29,372
BRC107365,Item 7365,41.12,131
BRC107366,Item 7366,54.37,135
BRC107367,Item 7367,58.59,76
BRC107368,Item 7368,95.83,113
BRC107369,Item 7369,72.6,383
BRC107370,Item 7370,57.95,2
BRC107371,Item 7371,72.89,198
BRC107372,Item 7372,84.82,68
BRC107373,Item 7373,49.35,77
BRC107374,Item 7374,65.3,434
BRC107375,Item 7375,55.55,495
BRC107376,Item 7376,86.89,409
BRC107377,Item 7377,54.6,98
BRC107378,Item 7378,69.27,460
BRC107379,Item 7379,31.9,254
BRC107380,Item 7380,69.42,311
BRC107381,Item 7381,10.87,413
BRC107382,Item 7382,97.47,329
BRC107383,Item 7383,82.05,101
BRC107384,Item 7384,6.01,327
BRC107385,Item 7385,13.93,339
BRC107386,Item 7386,98.43,283
BRC107387,Item 7387,90.51,5
BRC107388,Item 7388,51.24,196
BRC107389,Item 7389,57.35,231
BRC107390,Item 7390,75.85,75
BRC107391,Item 7391,77.91,347
BRC107392,Item 7392,26.59,282
BRC107393,Item 7393,48.34,155
BRC107394,Item 7394,1.18,111
BRC107395,Item 7395,13.55,10
BRC107396,Item 7396,63.08,209
BRC107397,Item 7397,30.88,432
BRC107398,Item 7398,27.43,127
BRC107399,Item 7399,42.57,165
BRC107400,Item 7400,83.22,380
BRC107401,Item 7401,79.02,108
BRC107402,Item 7402,75.92,344
BRC107403,Item 7403,36.94,428
BRC107404,Item 7404,85.41,78
BRC107405,Item 7405,38.37,210
BRC107406,Item 7406,28.09,173
BRC107407,Item 7407,64.0,297
BRC107408,Item 7408,22.91,480
BRC107409,Item 7409,53.17,462
BRC107410,Item 7410,25.64,494
BRC107411,Item 7411,64.55,96
BRC107412,Item 7412,52.29,183
BRC107413,Item 7413,51.44,65
BRC107414,Item 7414,64.99,255
BRC107415,Item 7415,49.72,140
BRC107416,Item 7416,90.89,96
BRC107417,Item 7417,47.48,324
BRC107418,Item 7418,44.56,143
BRC107419,Item 7419,13.19,291
BRC107420,Item 7420,91.95,396
BRC107421,Item 7421,80.18,480
BRC107422,Item 7422,77.27,35
BRC107423,Item 7423,39.15,239
BRC107424,Item 7424,53.53,221
BRC107425,Item 7425,83.97,335
BRC107426,Item 7426,27.33,157
BRC107427,Item 7427,44.21,155
BRC107428,Item 7428,25.22,361
BRC107429,Item 7429,49.94,281
BRC107430,Item 7430,45.52,454
BRC107431,Item 7431,25.62,4
BRC107432,Item 7432,6.37,22
BRC107433,Item 7433,98.52,377
BRC107434,Item 7434,40.28,430
BRC107435,Item 7435,97.84,450
BRC107436,Item 7436,27.89,139
BRC107437,Item 7437,88.0,97
BRC107438,Item 7438,1.1,163
BRC107439,Item 7439,71.27,100
BRC107440,Item 7440,31.57,496
BRC107441,Item 7441,67.12,421
BRC107442,Item 7442,10.52,265
BRC107443,Item 7443,97.47,79
BRC107444,Item 7444,10.74,485
BRC107445,Item 7445,11.89,173
BRC107446,Item 7446,43.24,421
BRC107447,Item 7447,9.78,55
BRC107448,Item 7448,90.85,82
BRC107449,Item 7449,94.55,192
BRC107450,Item 7450,69.89,491
BRC107451,Item 7451,57.77,482
BRC107452,Item 7452,16.02,449
BRC107453,Item 7453,6.69,80
BRC107454,Item 7454,14.39,188
BRC107455,Item 7455,41.43,475
BRC107456,Item 7456,24.77,11
BRC107457,Item 7457,88.25,419
BRC107458,Item 7458,55.79,219
BRC107459,Item 7459,7.12,470
BRC107460,Item 7460,4.87,183
BRC107461,Item 7461,26.13,421
BRC107462,Item 7462,37.39,354
BRC107463,Item 7463,3.29,207
BRC107464,Item 7464,92.1,89
BRC107465,Item 7465,34.56,26
BRC107466,Item 7466,85.79,426
BRC107467,Item 7467,73.31,282
BRC107468,Item 7468,36.41,20
BRC107469,Item 7469,41.16,263
BRC107470,Item 7470,97.91,231
BRC107471,Item 7471,30.71,82
BRC107472,Item 7472,79.47,62
BRC107473,Item 7473,4.55,250
BRC107474,Item 7474,65.54,499
BRC107475,Item 7475,30.73,392
BRC107476,Item 7476,10.1,92
BRC107477,Item 7477,84.54,5
BRC107478,Item 7478,96.39,82
BRC107479,Item 7479,32.92,105
BRC107480,Item 7480,11.78,239
BRC107481,Item 7481,25.05,415
BRC107482,Item 7482,97.08,295
BRC107483,Item 7483,10.76,201
BRC107484,Item 7484,46.57,306
BRC107485,Item 7485,22.15,202
BRC107486,Item 7486,23.65,470
BRC107487,Item 7487,35.14,243
BRC107488,Item 7488,82.72,476
BRC107489,Item 7489,6.88,89
BRC107490,Item 7490,59.19,365
BRC107491,Item 7491,17.37,479
BRC107492,Item 7492,41.28,362
BRC107493,Item 7493,92.19,415
BRC107494,Item 7494,16.85,493
BRC107495,Item 7495,34.23,140
BRC107496,Item 7496,8.83,121
BRC107497,Item 7497,81.93,47
BRC107498,Item 7498,69.37,464
BRC107499,Item 7499,73.59,171
BRC107500,Item 7500,51.29,491
BRC107501,Item 7501,14.48,206
BRC107502,Item 7502,39.28,437
BRC107503,Item 7503,28.24,405
BRC107504,Item 7504,45.44,338
BRC107505,Item 7505,3.12,35
BRC107506,Item 7506,88.5,400
BRC107507,Item 7507,98.73,278
BRC107508,Item 7508,56.7,170
BRC107509,Item 7509,48.68,137
BRC107510,Item 7510,99.42,326
BRC107511,Item 7511,75.0,481
BRC107512,Item 7512,63.77,302
BRC107513,Item 7513,13.58,377
BRC107514,Item 7514,24.85,357
BRC107515,Item 7515,54.93,11
BRC107516,Item 7516,87.23,494
BRC107517,Item 7517,45.25,402
BRC107518,Item 7518,51.28,279
BRC107519,Item 7519,62.68,190
BRC107520,Item 7520,79.89,376
BRC107521,Item 7521,14.53,337
BRC107522,Item 7522,65.27,351
BRC107523,Item 7523,72.4,115
BRC107524,Item 7524,84.81,348
BRC107525,Item 7525,19.49,21
BRC107526,Item 7526,35.01,164
BRC107527,Item 7527,34.07,261
BRC107528,Item 7528,17.31,269
BRC107529,Item 7529,24.06,28
BRC107530,Item 7530,58.86,10
BRC107531,Item 7531,87.81,48
BRC107532,Item 7532,75.3,210
BRC107533,Item 7533,59.06,12
BRC107534,Item 7534,40.64,223
BRC107535,Item 7535,84.99,88
BRC107536,Item 7536,13.7,10
BRC107537,Item 7537,12.49,470
BRC107538,Item 7538,13.09,66
BRC107539,Item 7539,47.01,130
BRC107540,Item 7540,21.37,403
BRC107541,Item 7541,8.11,418
BRC107542,Item 7542,4.54,448
BRC107543,Item 7543,65.83,28
BRC107544,Item 7544,98.96,188
BRC107545,Item 7545,43.23,173
BRC107546,Item 7546,53.67,361
BRC107547,Item 7547,49.24,112
BRC107548,Item 7548,48.35,360
BRC107549,Item 7549,23.48,491
BRC107550,Item 7550,84.78,414
BRC107551,Item 7551,37.3,11
BRC107552,Item 7552,90.22,269
BRC107553,Item 7553,97.79,498
BRC107554,Item 7554,20.03,354
BRC107555,Item 7555,71.28,235
BRC107556,Item 7556,97.24,301
BRC107557,Item 7557,49.52,211
BRC107558,Item 7558,70.75,383
BRC107559,Item 7559,4.64,376
BRC107560,Item 7560,8.08,465
BRC107561,Item 7561,91.26,249
BRC107562,Item 7562,5.37,73
BRC107563,Item 7563,62.08,144
BRC107564,Item 7564,63.04,26
BRC107565,Item 7565,10.73,175
BRC107566,Item 7566,38.73,194
BRC107567,Item 7567,53.23,428
BRC107568,Item 7568,59.25,374
BRC107569,Item 7569,78.86,350
BRC107570,Item 7570,2.09,475
BRC107571,Item 7571,22.27,65
BRC107572,Item 7572,30.46,399
BRC107573,Item 7573,29.22,378
BRC107574,Item 7574,62.93,386
BRC107575,Item 7575,13.99,98
BRC107576,Item 7576,48.58,494
BRC107577,Item 7577,53.83,320
BRC107578,Item 7578,61.03,368
BRC107579,Item 7579,21.37,111
BRC107580,Item 7580,61.27,392
BRC107581,Item 7581,28.38,352
BRC107582,Item 7582,22.8,229
BRC107583,Item 7583,51.1,213
BRC107584,Item 7584,15.71,127
BRC107585,Item 7585,80.41,166
BRC107586,Item 7586,38.43,220
BRC107587,Item 7587,96.28,224
BRC107588,Item 7588,33.35,330
BRC107589,Item 7589,8.66,51
BRC107590,Item 7590,67.23,498
BRC107591,Item 7591,74.0,236
BRC107592,Item 7592,61.66,62
BRC107593,Item 7593,3.13,393
BRC107594,Item 7594,57.92,339
BRC107595,Item 7595,45.15,290
BRC107596,Item 7596,46.28,492
BRC107597,Item 7597,75.46,287
BRC107598,Item 7598,42.96,426
BRC107599,Item 7599,5.08,116
BRC107600,Item 7600,77.88,270
BRC107601,Item 7601,24.03,89
BRC107602,Item 7602,47.5,353
BRC107603,Item 7603,60.81,114
BRC107604,Item 7604,87.3,47
BRC107605,Item 7605,24.64,410
BRC107606,Item 7606,99.4,56
BRC107607,Item 7607,51.94,3
BRC107608,Item 7608,79.2,6
BRC107609,Item 7609,22.36,99
BRC107610,Item 7610,99.54,60
BRC107611,Item 7611,24.77,444
BRC107612,Item 7612,28.94,282
BRC107613,Item 7613,18.57,173
BRC107614,Item 7614,43.81,358
BRC107615,Item 7615,57.72,312
BRC107616,Item 7616,62.89,57
BRC107617,Item 7617,48.89,427
BRC107618,Item 7618,58.27,318
BRC107619,Item 7619,66.75,49
BRC107620,Item 7620,47.43,430
BRC107621,Item 7621,75.29,422
BRC107622,Item 7622,53.79,149
BRC107623,Item 7623,94.75,448
BRC107624,Item 7624,40.45,461
BRC107625,Item 7625,69.48,265
BRC107626,Item 7626,37.55,391
BRC107627,Item 7627,62.59,69
BRC107628,Item 7628,82.8,169
BRC107629,Item 7629,52.16,491
BRC107630,Item 7630,9.37,142
BRC107631,Item 7631,71.87,47
BRC107632,Item 7632,19.51,429
BRC107633,Item 7633,46.87,284
BRC107634,Item 7634,28.42,52
BRC107635,Item 7635,51.08,3
BRC107636,Item 7636,3.77,265
BRC107637,Item 7637,90.55,135
BRC107638,Item 7638,8.06,2
BRC107639,Item 7639,11.29,476
BRC107640,Item 7640,48.73,37
BRC107641,Item 7641,76.0,468
BRC107642,Item 7642,92.39,332
BRC107643,Item 7643,69.48,380
BRC107644,Item 7644,24.36,418
BRC107645,Item 7645,94.11,113
BRC107646,Item 7646,44.36,81
BRC107647,Item 7647,78.04,154
BRC107648,Item 7648,4.06,479
BRC107649,Item 7649,29.65,380
BRC107650,Item 7650,17.0,497
BRC107651,Item 7651,91.66,204
BRC107652,Item 7652,97.99,313
BRC107653,Item 7653,9.07,461
BRC107654,Item 7654,77.96,97
BRC107655,Item 7655,84.5,216
BRC107656,Item 7656,56.71,92
BRC107657,Item 7657,23.43,430
BRC107658,Item 7658,48.45,392
BRC107659,Item 7659,67.85,155
BRC107660,Item 7660,23.68,234
BRC107661,Item 7661,72.46,29
BRC107662,Item 7662,33.09,332
BRC107663,Item 7663,40.0,126
BRC107664,Item 7664,88.85,201
BRC107665,Item 7665,5.56,242
BRC107666,Item 7666,14.27,5
BRC107667,Item 7667,33.17,467
BRC107668,Item 7668,27.98,143
BRC107669,Item 7669,41.98,428
BRC107670,Item 7670,61.34,45
BRC107671,Item 7671,43.86,4
BRC107672,Item 7672,97.24,207
BRC107673,Item 7673,68.36,136
BRC107674,Item 7674,72.9,275
BRC107675,Item 7675,69.69,396
BRC107676,Item 7676,48.08,64
BRC107677,Item 7677,99.38,410
BRC107678,Item 7678,46.54,180
BRC107679,Item 7679,50.31,196
BRC107680,Item 7680,33.5,107
BRC107681,Item 7681,71.82,383
BRC107682,Item 7682,17.67,393
BRC107683,Item 7683,6.95,442
BRC107684,Item 7684,67.44,146
BRC107685,Item 7685,98.51,490
BRC107686,Item 7686,37.84,137
BRC107687,Item 7687,17.39,497
BRC107688,Item 7688,9.53,121
BRC107689,Item 7689,5.06,266
BRC107690,Item 7690,8.39,343
BRC107691,Item 7691,22.51,216
BRC107692,Item 7692,77.59,156
BRC107693,Item 7693,56.22,399
BRC107694,Item 7694,31.14,107
BRC107695,Item 7695,81.75,83
BRC107696,Item 7696,96.33,259
BRC107697,Item 7697,78.97,113
BRC107698,Item 7698,90.15,172
BRC107699,Item 7699,74.47,83
BRC107700,Item 7700,56.94,181
BRC107701,Item 7701,94.07,451
BRC107702,Item 7702,45.98,294
BRC107703,Item 7703,55.05,420
BRC107704,Item 7704,55.97,451
BRC107705,Item 7705,50.89,83
BRC107706,Item 7706,37.59,20
BRC107707,Item 7707,58.37,438
BRC107708,Item 7708,56.45,186
BRC107709,Item 7709,46.88,228
BRC107710,Item 7710,53.26,39
BRC107711,Item 7711,40.59,87
BRC107712,Item 7712,42.83,453
BRC107713,Item 7713,66.32,72
BRC107714,Item 7714,47.26,406
BRC107715,Item 7715,10.78,265
BRC107716,Item 7716,99.47,442
BRC107717,Item 7717,82.38,188
BRC107718,Item 7718,98.4,207
BRC107719,Item 7719,93.25,169
BRC107720,Item 7720,10.91,43
BRC107721,Item 7721,77.32,210
BRC107722,Item 7722,81.6,78
BRC107723,Item 7723,36.87,141
BRC107724,Item 7724,13.13,378
BRC107725,Item 7725,4.72,116
BRC107726,Item 7726,74.27,315
BRC107727,Item 7727,82.47,411
BRC107728,Item 7728,46.71,242
BRC107729,Item 7729,17.42,266
BRC107730,Item 7730,39.15,65
BRC107731,Item 7731,80.51,125
BRC107732,Item 7732,71.64,343
BRC107733,Item 7733,46.52,276
BRC107734,Item 7734,55.03,153
BRC107735,Item 7735,5.51,33
BRC107736,Item 7736,10.77,221
BRC107737,Item 7737,99.57,367
BRC107738,Item 7738,94.66,340
BRC107739,Item 7739,28.59,196
BRC107740,Item 7740,45.6,340
BRC107741,Item 7741,10.2,291
BRC107742,Item 7742,5.26,39
BRC107743,Item 7743,46.04,59
BRC107744,Item 7744,25.04,105
BRC107745,Item 7745,19.6,2
BRC107746,Item 7746,39.45,341
BRC107747,Item 7747,93.32,417
BRC107748,Item 7748,24.04,254
BRC107749,Item 7749,17.06,452
BRC107750,Item 7750,98.36,485
BRC107751,Item 7751,69.26,310
BRC107752,Item 7752,70.38,344
BRC107753,Item 7753,22.35,499
BRC107754,Item 7754,1.35,330
BRC107755,Item 7755,8.51,477
BRC107756,Item 7756,73.71,255
BRC107757,Item 7757,70.55,181
BRC107758,Item 7758,49.11,39
BRC107759,Item 7759,23.65,126
BRC107760,Item 7760,98.13,336
BRC107761,Item 7761,47.57,123
BRC107762,Item 7762,65.34,145
BRC107763,Item 7763,65.16,257
BRC107764,Item 7764,62.59,30
BRC107765,Item 7765,21.3,106
BRC107766,Item 7766,1.87,97
BRC107767,Item 7767,37.49,390
BRC107768,Item 7768,79.0,353
BRC107769,Item 7769,32.61,102
BRC107770,Item 7770,69.87,190
BRC107771,Item 7771,65.77,311
BRC107772,Item 7772,11.03,408
BRC107773,Item 7773,42.05,157
BRC107774,Item 7774,96.51,396
BRC107775,Item 7775,57.41,417
BRC107776,Item 7776,5.61,35
BRC107777,Item 7777,51.39,190
BRC107778,Item 7778,5.74,109
BRC107779,Item 7779,89.29,371
BRC107780,Item 7780,58.75,261
BRC107781,Item 7781,7.66,411
BRC107782,Item 7782,82.08,117
BRC107783,Item 7783,78.22,224
BRC107784,Item 7784,88.54,59
BRC107785,Item 7785,92.02,71
BRC107786,Item 7786,97.88,107
BRC107787,Item 7787,98.48,130
BRC107788,Item 7788,2.93,313
BRC107789,Item 7789,37.51,53
BRC107790,Item 7790,28.5,284
BRC107791,Item 7791,87.13,220
BRC107792,Item 7792,49.16,161
BRC107793,Item 7793,27.79,36
BRC107794,Item 7794,94.52,20
BRC107795,Item 7795,75.86,182
BRC107796,Item 7796,47.94,259
BRC107797,Item 7797,8.5,9
BRC107798,Item 7798,55.73,319
BRC107799,Item 7799,12.55,300
BRC107800,Item 7800,36.01,71
BRC107801,Item 7801,2.75,169
BRC107802,Item 7802,8.87,247
BRC107803,Item 7803,63.68,14
BRC107804,Item 7804,62.97,315
BRC107805,Item 7805,17.04,193
BRC107806,Item 7806,26.58,464
BRC107807,Item 7807,29.57,426
BRC107808,Item 7808,49.7,237
BRC107809,Item 7809,97.16,36
BRC107810,Item 7810,3.66,41
BRC107811,Item 7811,64.15,60
BRC107812,Item 7812,27.89,192
BRC107813,Item 7813,51.69,303
BRC107814,Item 7814,24.04,194
BRC107815,Item 7815,70.66,188
BRC107816,Item 7816,30.29,422
BRC107817,Item 7817,60.22,302
BRC107818,Item 7818,30.93,372
BRC107819,Item 7819,52.49,75
BRC107820,Item 7820,74.28,78
BRC107821,Item 7821,20.79,480
BRC107822,Item 7822,97.67,95
BRC107823,Item 7823,84.72,9
BRC107824,Item 7824,72.58,395
BRC107825,Item 7825,84.07,283
BRC107826,Item 7826,36.82,65
BRC107827,Item 7827,21.56,361
BRC107828,Item 7828,45.83,334
BRC107829,Item 7829,85.46,144
BRC107830,Item 7830,6.9,217
BRC107831,Item 7831,1.3,270
BRC107832,Item 7832,83.32,36
BRC107833,Item 7833,27.37,342
BRC107834,Item 7834,61.6,207
BRC107835,Item 7835,20.9,76
BRC107836,Item 7836,5.0,291
BRC107837,Item 7837,12.46,295
BRC107838,Item 7838,23.45,99
BRC107839,Item 7839,7.36,46
BRC107840,Item 7840,86.74,272
BRC107841,Item 7841,10.62,174
BRC107842,Item 7842,14.19,180
BRC107843,Item 7843,31.3,269
BRC107844,Item 7844,96.14,478
BRC107845,Item 7845,6.79,25
BRC107846,Item 7846,80.86,302
BRC107847,Item 7847,37.76,267
BRC107848,Item 7848,20.16,62
BRC107849,Item 7849,87.77,85
BRC107850,Item 7850,2.13,8
BRC107851,Item 7851,60.66,33
BRC107852,Item 7852,44.83,278
BRC107853,Item 7853,70.42,169
BRC107854,Item 7854,85.44,181
BRC107855,Item 7855,43.55,32
BRC107856,Item 7856,18.82,70
BRC107857,Item 7857,48.28,471
BRC107858,Item 7858,28.67,163
BRC107859,Item 7859,50.63,107
BRC107860,Item 7860,41.98,453
BRC107861,Item 7861,7.23,136
BRC107862,Item 7862,54.52,135
BRC107863,Item 7863,69.92,277
BRC107864,Item 7864,15.07,331
BRC107865,Item 7865,9.3,370
BRC107866,Item 7866,11.82,489
BRC107867,Item 7867,48.86,323
BRC107868,Item 7868,89.58,294
BRC107869,Item 7869,14.49,157
BRC107870,Item 7870,78.33,383
BRC107871,Item 7871,71.33,238
BRC107872,Item 7872,12.32,160
BRC107873,Item 7873,8.87,441
BRC107874,Item 7874,59.59,500
BRC107875,Item 7875,48.16,416
BRC107876,Item 7876,25.92,371
BRC107877,Item 7877,90.09,318
BRC107878,Item 7878,28.61,445
BRC107879,Item 7879,26.53,137
BRC107880,Item 7880,34.73,63
BRC107881,Item 7881,4.26,135
BRC107882,Item 7882,38.94,388
BRC107883,Item 7883,36.15,427
BRC107884,Item 7884,78.61,41
BRC107885,Item 7885,23.84,239
BRC107886,Item 7886,21.7,88
BRC107887,Item 7887,2.65,216
BRC107888,Item 7888,84.52,195
BRC107889,Item 7889,30.47,342
BRC107890,Item 7890,71.44,112
BRC107891,Item 7891,99.2,350
BRC107892,Item 7892,35.47,211
BRC107893,Item 7893,2.89,119
BRC107894,Item 7894,78.05,203
BRC107895,Item 7895,91.6,62
BRC107896,Item 7896,59.68,495
BRC107897,Item 7897,39.14,243
BRC107898,Item 7898,57.56,139
BRC107899,Item 7899,83.47,10
BRC107900,Item 7900,21.53,203
BRC107901,Item 7901,92.72,69
BRC107902,Item 7902,35.79,471
BRC107903,Item 7903,25.59,441
BRC107904,Item 7904,64.49,9
BRC107905,Item 7905,46.59,254
BRC107906,Item 7906,75.8,229
BRC107907,Item 7907,75.1,113
BRC107908,Item 7908,77.6,464
BRC107909,Item 7909,31.09,77
BRC107910,Item 7910,2.08,375
BRC107911,Item 7911,50.06,249
BRC107912,Item 7912,65.34,493
BRC107913,Item 7913,67.85,113
BRC107914,Item 7914,78.09,415
BRC107915,Item 7915,12.57,22
BRC107916,Item 7916,72.92,330
BRC107917,Item 7917,83.7,390
BRC107918,Item 7918,48.11,234
BRC107919,Item 7919,32.5,460
BRC107920,Item 7920,40.94,441
BRC107921,Item 7921,56.93,436
BRC107922,Item 7922,77.34,435
BRC107923,Item 7923,43.08,289
BRC107924,Item 7924,82.99,69
BRC107925,Item 7925,26.93,479
BRC107926,Item 7926,5.83,444
BRC107927,Item 7927,6.25,250
BRC107928,Item 7928,80.53,111
BRC107929,Item 7929,27.6,243
BRC107930,Item 7930,50.56,116
BRC107931,Item 7931,64.12,406
BRC107932,Item 7932,89.27,252
BRC107933,Item 7933,23.83,156
BRC107934,Item 7934,80.86,222
BRC107935,Item 7935,14.61,227
BRC107936,Item 7936,36.05,237
BRC107937,Item 7937,21.26,322
BRC107938,Item 7938,96.39,434
BRC107939,Item 7939,87.75,120
BRC107940,Item 7940,26.79,289
BRC107941,Item 7941,36.65,410
BRC107942,Item 7942,52.52,263
BRC107943,Item 7943,38.74,349
BRC107944,Item 7944,95.38,498
BRC107945,Item 7945,2.0,472
BRC107946,Item 7946,94.55,498
BRC107947,Item 7947,85.66,118
BRC107948,Item 7948,1.27,329
BRC107949,Item 7949,45.57,84
BRC107950,Item 7950,87.04,59
BRC107951,Item 7951,44.42,131
BRC107952,Item 7952,5.4,363
BRC107953,Item 7953,3.78,101
BRC107954,Item 7954,82.2,250
BRC107955,Item 7955,70.68,20
BRC107956,Item 7956,39.73,95
BRC107957,Item 7957,32.08,38
BRC107958,Item 7958,28.76,142
BRC107959,Item 7959,8.48,53
BRC107960,Item 7960,33.38,135
BRC107961,Item 7961,70.28,238
BRC107962,Item 7962,10.25,257
BRC107963,Item 7963,98.23,138
BRC107964,Item 7964,57.13,26
BRC107965,Item 7965,28.32,384
BRC107966,Item 7966,8.52,431
BRC107967,Item 7967,83.39,63
BRC107968,Item 7968,40.43,319
BRC107969,Item 7969,62.3,463
BRC107970,Item 7970,33.13,495
BRC107971,Item 7971,60.98,152
BRC107972,Item 7972,63.83,248
BRC107973,Item 7973,40.6,1
BRC107974,Item 7974,99.06,318
BRC107975,Item 7975,1.5,4
BRC107976,Item 7976,70.81,274
BRC107977,Item 7977,27.53,441
BRC107978,Item 7978,7.92,242
BRC107979,Item 7979,75.78,289
BRC107980,Item 7980,91.5,170
BRC107981,Item 7981,17.17,19
BRC107982,Item 7982,87.16,391
BRC107983,Item 7983,82.4,345
BRC107984,Item 7984,2.83,102
BRC107985,Item 7985,78.92,322
BRC107986,Item 7986,86.79,488
BRC107987,Item 7987,62.97,270
BRC107988,Item 7988,73.64,161
BRC107989,Item 7989,6.26,220
BRC107990,Item 7990,44.19,217
BRC107991,Item 7991,58.25,179
BRC107992,Item 7992,50.71,182
BRC107993,Item 7993,48.33,333
BRC107994,Item 7994,85.61,114
BRC107995,Item 7995,11.94,114
BRC107996,Item 7996,93.18,382
BRC107997,Item 7997,8.46,170
BRC107998,Item 7998,10.78,285
BRC107999,Item 7999,6.64,14
BRC108000,Item 8000,28.45,185
BRC108001,Item 8001,36.9,317
BRC108002,Item 8002,46.57,446
BRC108003,Item 8003,75.14,45
BRC108004,Item 8004,31.11,281
BRC108005,Item 8005,22.92,366
BRC108006,Item 8006,2.95,160
BRC108007,Item 8007,72.71,358
BRC108008,Item 8008,37.34,365
BRC108009,Item 8009,2.92,169
BRC108010,Item 8010,11.59,338
BRC108011,Item 8011,24.84,85
BRC108012,Item 8012,24.7,375
BRC108013,Item 8013,66.02,207
BRC108014,Item 8014,27.75,63
BRC108015,Item 8015,63.05,59
BRC108016,Item 8016,27.51,403
BRC108017,Item 8017,27.52,299
BRC108018,Item 8018,55.11,472
BRC108019,Item 8019,17.08,199
BRC108020,Item 8020,58.73,92
BRC108021,Item 8021,79.46,484
BRC108022,Item 8022,91.48,92
BRC108023,Item 8023,49.59,412
BRC108024,Item 8024,58.44,56
BRC108025,Item 8025,6.08,125
BRC108026,Item 8026,25.21,164
BRC108027,Item 8027,8.14,294
BRC108028,Item 8028,50.36,134
BRC108029,Item 8029,80.18,290
BRC108030,Item 8030,15.5,378
BRC108031,Item 8031,71.04,252
BRC108032,Item 8032,68.23,26
BRC108033,Item 8033,40.04,172
BRC108034,Item 8034,42.8,17
BRC108035,Item 8035,98.07,30
BRC108036,Item 8036,30.84,293
BRC108037,Item 8037,49.16,388
BRC108038,Item 8038,76.19,110
BRC108039,Item 8039,19.34,67
BRC108040,Item 8040,83.57,184
BRC108041,Item 8041,7.72,169
BRC108042,Item 8042,77.4,395
BRC108043,Item 8043,26.55,179
BRC108044,Item 8044,16.82,353
BRC108045,Item 8045,76.88,193
BRC108046,Item 8046,74.0,87
BRC108047,Item 8047,41.7,167
BRC108048,Item 8048,64.97,441
BRC108049,Item 8049,75.13,498
